user_id,month,Calls Made,Minutes Spent,Mb Used,Messages Sent,plan
1110,October,61.0,432.0,22191.059999999994,53.0,surf
1110,September,64.0,483.0,23705.63,73.0,surf
1111,December,38.0,358.0,14857.960000000001,92.0,surf
1111,November,42.0,352.0,18228.079999999998,79.0,surf
1111,October,35.0,243.0,16146.390000000001,107.0,surf
1111,September,25.0,183.0,5933.049999999999,44.0,surf
1112,December,100.0,773.0,12235.760000000002,40.0,ultimate
1112,November,113.0,910.0,12728.119999999999,41.0,ultimate
1112,October,96.0,708.0,10565.199999999999,33.0,ultimate
1113,August,63.0,548.0,15330.510000000004,37.0,ultimate
1113,December,79.0,522.0,15672.410000000005,52.0,ultimate
1113,July,65.0,413.0,10490.259999999998,43.0,ultimate
1113,June,54.0,419.0,13695.209999999995,44.0,ultimate
1113,November,71.0,553.0,12778.720000000001,30.0,ultimate
1113,October,72.0,515.0,15598.95,40.0,ultimate
1113,September,67.0,496.0,12197.81,31.0,ultimate
1114,August,110.0,738.0,21360.399999999998,78.0,surf
1114,December,98.0,772.0,18058.14,95.0,surf
1114,July,37.0,238.0,7572.63,29.0,surf
1114,November,91.0,663.0,26829.870000000003,78.0,surf
1114,October,94.0,725.0,15846.169999999998,89.0,surf
1114,September,87.0,633.0,12680.129999999997,95.0,surf
1115,December,115.0,883.0,18879.21,119.0,surf
1115,November,44.0,342.0,5528.17,33.0,surf
1116,August,49.0,366.0,15068.739999999996,19.0,surf
1117,August,47.0,311.0,22852.640000000003,,surf
1117,December,40.0,302.0,25026.189999999995,,surf
1117,July,57.0,446.0,17769.809999999998,,surf
1117,June,41.0,378.0,14686.890000000001,,surf
1117,May,11.0,50.0,2025.1100000000001,,surf
1117,November,58.0,381.0,18252.399999999998,,surf
1117,October,48.0,388.0,18489.399999999994,,surf
1117,September,58.0,503.0,21826.53,,surf
1118,December,115.0,909.0,15963.980000000001,17.0,surf
1119,December,72.0,420.0,1813.6599999999999,133.0,surf
1119,November,65.0,458.0,866.29,128.0,surf
1119,October,49.0,351.0,633.04,105.0,surf
1120,April,47.0,287.0,23382.829999999994,41.0,surf
1120,August,55.0,410.0,19046.98,47.0,surf
1120,December,48.0,434.0,18871.88,55.0,surf
1120,July,42.0,366.0,21641.980000000003,46.0,surf
1120,June,54.0,352.0,21893.07999999999,42.0,surf
1120,May,58.0,469.0,22914.23999999999,48.0,surf
1120,November,53.0,367.0,21167.08,42.0,surf
1120,October,58.0,394.0,17879.199999999997,43.0,surf
1120,September,60.0,427.0,28016.710000000003,53.0,surf
1121,December,,,66863.89000000003,97.0,surf
1121,November,,,1236.65,1.0,surf
1122,August,68.0,501.0,29045.270000000004,22.0,surf
1122,December,54.0,386.0,21337.399999999994,24.0,surf
1122,July,57.0,361.0,16299.249999999995,19.0,surf
1122,June,63.0,503.0,17780.58,15.0,surf
1122,May,47.0,353.0,10913.649999999998,15.0,surf
1122,November,66.0,375.0,16862.03,28.0,surf
1122,October,66.0,394.0,17460.789999999997,21.0,surf
1122,September,59.0,467.0,22436.679999999997,16.0,surf
1123,August,89.0,552.0,19375.569999999996,31.0,surf
1123,December,87.0,716.0,24982.22,38.0,surf
1123,July,85.0,561.0,33222.950000000004,30.0,surf
1123,June,6.0,43.0,1766.76,1.0,surf
1123,November,79.0,441.0,21177.709999999995,35.0,surf
1123,October,88.0,620.0,21505.979999999992,27.0,surf
1123,September,70.0,460.0,17772.7,20.0,surf
1124,December,63.0,447.0,6495.230000000001,93.0,ultimate
1124,November,74.0,569.0,5898.569999999999,96.0,ultimate
1124,October,34.0,238.0,3686.42,30.0,ultimate
1125,December,65.0,517.0,22697.100000000006,54.0,surf
1126,August,126.0,953.0,34307.159999999996,88.0,ultimate
1126,December,109.0,753.0,22134.66,77.0,ultimate
1126,July,124.0,951.0,25768.85,94.0,ultimate
1126,June,116.0,797.0,27575.540000000008,78.0,ultimate
1126,November,147.0,1037.0,20906.160000000003,72.0,ultimate
1126,October,121.0,905.0,24840.64,86.0,ultimate
1126,September,107.0,756.0,28196.33,74.0,ultimate
1127,August,34.0,275.0,21291.57,9.0,surf
1127,December,37.0,340.0,21964.049999999996,14.0,surf
1127,July,35.0,241.0,21608.770000000004,10.0,surf
1127,June,5.0,25.0,7756.929999999999,3.0,surf
1127,November,33.0,223.0,28516.949999999997,12.0,surf
1127,October,27.0,168.0,24318.320000000003,12.0,surf
1127,September,28.0,211.0,26462.44,16.0,surf
1128,August,7.0,56.0,15748.490000000002,54.0,ultimate
1128,December,11.0,101.0,15362.730000000001,55.0,ultimate
1128,July,9.0,77.0,20796.32,38.0,ultimate
1128,June,6.0,45.0,13036.380000000001,25.0,ultimate
1128,November,5.0,46.0,18740.37,42.0,ultimate
1128,October,5.0,35.0,19870.930000000004,37.0,ultimate
1128,September,6.0,18.0,21204.819999999996,43.0,ultimate
1130,December,71.0,461.0,17920.429999999997,104.0,surf
1130,November,80.0,586.0,13800.910000000002,89.0,surf
1130,October,67.0,525.0,20706.02,92.0,surf
1130,September,42.0,251.0,12787.35,51.0,surf
1131,August,,,12271.779999999997,33.0,surf
1131,December,,,15212.42,33.0,surf
1131,July,,,16564.010000000002,28.0,surf
1131,June,,,14637.039999999997,27.0,surf
1131,May,,,6468.11,18.0,surf
1131,November,,,13697.040000000003,20.0,surf
1131,October,,,21292.61,31.0,surf
1131,September,,,15594.749999999996,26.0,surf
1132,April,59.0,358.0,15651.159999999998,72.0,ultimate
1132,August,100.0,811.0,20796.21,151.0,ultimate
1132,December,93.0,647.0,17396.309999999998,150.0,ultimate
1132,July,88.0,573.0,27907.549999999996,149.0,ultimate
1132,June,93.0,746.0,26344.729999999992,143.0,ultimate
1132,May,113.0,769.0,30169.840000000004,149.0,ultimate
1132,November,83.0,632.0,26550.58,166.0,ultimate
1132,October,92.0,663.0,22614.02,153.0,ultimate
1132,September,93.0,670.0,26357.55,155.0,ultimate
1133,August,33.0,242.0,16099.270000000002,70.0,ultimate
1133,December,43.0,259.0,12440.390000000003,85.0,ultimate
1133,July,10.0,61.0,3895.0500000000006,27.0,ultimate
1133,November,39.0,314.0,16483.210000000003,102.0,ultimate
1133,October,36.0,255.0,16908.69,81.0,ultimate
1133,September,39.0,313.0,17366.56,90.0,ultimate
1134,December,35.0,258.0,24072.130000000012,10.0,surf
1134,November,33.0,224.0,23317.890000000003,24.0,surf
1134,October,36.0,218.0,18199.499999999996,11.0,surf
1134,September,40.0,286.0,15746.069999999996,16.0,surf
1135,December,17.0,142.0,6921.200000000001,,ultimate
1136,December,50.0,337.0,22459.67,59.0,surf
1136,November,64.0,507.0,21273.989999999998,42.0,surf
1136,October,22.0,125.0,11788.639999999998,26.0,surf
1137,December,,,6745.66,56.0,surf
1137,November,,,3084.6899999999996,64.0,surf
1137,October,,,7002.910000000001,48.0,surf
1138,April,44.0,321.0,20111.209999999992,11.0,surf
1138,August,73.0,549.0,18505.369999999995,7.0,surf
1138,December,27.0,177.0,8084.3499999999985,7.0,surf
1138,February,42.0,307.0,16319.149999999998,7.0,surf
1138,July,52.0,399.0,23709.069999999996,11.0,surf
1138,June,70.0,530.0,18719.47000000001,17.0,surf
1138,March,53.0,363.0,17496.709999999995,13.0,surf
1138,May,61.0,381.0,23059.989999999998,16.0,surf
1138,November,57.0,375.0,16732.289999999994,7.0,surf
1138,October,66.0,469.0,23778.669999999987,7.0,surf
1138,September,54.0,374.0,20713.82,17.0,surf
1139,December,46.0,333.0,16642.19,56.0,surf
1139,November,20.0,156.0,7640.26,26.0,surf
1140,August,89.0,577.0,20653.770000000004,13.0,surf
1140,July,95.0,804.0,24060.440000000002,13.0,surf
1140,June,26.0,170.0,6188.789999999999,3.0,surf
1140,November,46.0,342.0,7153.670000000001,8.0,surf
1140,October,102.0,869.0,16832.499999999996,16.0,surf
1140,September,97.0,725.0,14411.509999999998,12.0,surf
1141,August,98.0,679.0,16926.93,19.0,surf
1141,December,131.0,869.0,18037.61,23.0,surf
1141,July,112.0,786.0,15038.089999999998,13.0,surf
1141,June,18.0,136.0,1990.02,3.0,surf
1141,November,106.0,806.0,17335.74,15.0,surf
1141,October,141.0,1069.0,15702.699999999999,21.0,surf
1141,September,110.0,840.0,13151.79,26.0,surf
1142,August,11.0,87.0,5493.87,14.0,surf
1142,December,56.0,411.0,16170.329999999998,47.0,surf
1142,November,54.0,433.0,18743.059999999998,47.0,surf
1142,October,65.0,400.0,14142.560000000001,45.0,surf
1142,September,50.0,381.0,22002.61,28.0,surf
1144,April,21.0,163.0,8196.03,21.0,ultimate
1144,August,70.0,571.0,36704.71,86.0,ultimate
1144,December,75.0,517.0,33370.530000000006,81.0,ultimate
1144,July,82.0,698.0,38583.96000000001,64.0,ultimate
1144,June,73.0,478.0,26198.65000000001,64.0,ultimate
1144,May,82.0,619.0,25753.690000000002,73.0,ultimate
1144,November,77.0,515.0,30493.860000000004,66.0,ultimate
1144,October,80.0,583.0,38156.819999999985,72.0,ultimate
1144,September,70.0,500.0,37587.03000000002,74.0,ultimate
1145,August,46.0,311.0,17008.2,75.0,surf
1145,December,55.0,364.0,18802.879999999997,61.0,surf
1145,July,54.0,350.0,17051.47,78.0,surf
1145,June,54.0,383.0,8298.869999999999,44.0,surf
1145,November,38.0,224.0,19764.820000000007,64.0,surf
1145,October,54.0,343.0,23605.379999999994,71.0,surf
1145,September,70.0,519.0,17330.79,55.0,surf
1146,December,64.0,464.0,17860.26,109.0,surf
1146,November,61.0,448.0,19888.04,86.0,surf
1146,October,39.0,221.0,11661.46,43.0,surf
1147,August,124.0,980.0,32962.139999999985,27.0,surf
1147,December,119.0,953.0,25811.669999999995,24.0,surf
1147,July,121.0,787.0,36723.27999999999,30.0,surf
1147,June,98.0,641.0,34888.82999999999,23.0,surf
1147,May,107.0,759.0,28739.36,24.0,surf
1147,November,119.0,808.0,25423.629999999997,33.0,surf
1147,October,99.0,669.0,36895.76999999999,24.0,surf
1147,September,89.0,564.0,35929.969999999994,18.0,surf
1148,December,84.0,610.0,17832.130000000005,76.0,surf
1148,November,64.0,446.0,13722.770000000002,47.0,surf
1149,December,55.0,426.0,7911.990000000002,,surf
1149,November,79.0,598.0,12987.490000000002,,surf
1149,October,77.0,505.0,11688.359999999997,,surf
1149,September,33.0,258.0,2450.56,,surf
1150,December,76.0,481.0,12881.100000000004,,ultimate
1150,November,83.0,628.0,18137.14,,ultimate
1150,October,78.0,460.0,15184.269999999999,,ultimate
1150,September,29.0,159.0,4121.200000000001,,ultimate
1151,August,23.0,155.0,4775.4400000000005,23.0,surf
1151,December,92.0,713.0,12759.720000000001,57.0,surf
1151,November,96.0,655.0,16671.63,63.0,surf
1151,October,93.0,501.0,20534.38,60.0,surf
1151,September,66.0,498.0,14761.489999999993,57.0,surf
1152,December,114.0,741.0,15773.119999999999,,surf
1152,November,84.0,639.0,16922.13,,surf
1153,August,92.0,682.0,15152.160000000002,,surf
1153,December,85.0,630.0,9006.320000000002,,surf
1153,July,79.0,617.0,11763.719999999998,,surf
1153,June,27.0,252.0,4746.07,,surf
1153,November,87.0,659.0,16651.62,,surf
1153,October,113.0,802.0,10091.359999999999,,surf
1153,September,72.0,582.0,19322.86999999999,,surf
1154,December,36.0,254.0,12544.679999999998,83.0,ultimate
1154,November,40.0,289.0,18063.16,68.0,ultimate
1154,October,38.0,355.0,16242.379999999996,74.0,ultimate
1155,April,36.0,294.0,18536.92,49.0,ultimate
1155,August,37.0,253.0,26732.39,33.0,ultimate
1155,December,29.0,217.0,26530.439999999988,35.0,ultimate
1155,February,11.0,90.0,4975.1900000000005,8.0,ultimate
1155,July,24.0,139.0,20407.799999999996,27.0,ultimate
1155,June,32.0,208.0,20582.21,35.0,ultimate
1155,March,36.0,270.0,20935.06,34.0,ultimate
1155,May,30.0,229.0,16743.030000000002,36.0,ultimate
1155,November,34.0,277.0,20099.69,28.0,ultimate
1155,October,31.0,271.0,25785.600000000002,23.0,ultimate
1155,September,36.0,214.0,25109.6,47.0,ultimate
1156,April,31.0,241.0,8642.619999999999,,surf
1156,August,62.0,413.0,17630.7,,surf
1156,December,48.0,400.0,17486.489999999998,,surf
1156,July,65.0,532.0,23331.699999999997,,surf
1156,June,78.0,596.0,21636.5,,surf
1156,May,78.0,502.0,24169.96,,surf
1156,November,85.0,645.0,18137.500000000004,,surf
1156,October,64.0,414.0,19966.569999999996,,surf
1156,September,65.0,335.0,20283.489999999998,,surf
1157,August,60.0,389.0,15398.109999999999,,surf
1157,December,68.0,508.0,8196.85,,surf
1157,July,46.0,313.0,6447.47,,surf
1157,November,64.0,413.0,9236.95,,surf
1157,October,60.0,431.0,10062.170000000002,,surf
1157,September,74.0,530.0,10238.269999999999,,surf
1158,December,61.0,476.0,21244.740000000005,,ultimate
1159,August,93.0,742.0,6412.599999999999,73.0,ultimate
1159,December,138.0,1071.0,13966.210000000001,110.0,ultimate
1159,November,119.0,856.0,13825.280000000002,94.0,ultimate
1159,October,110.0,848.0,15861.990000000002,106.0,ultimate
1159,September,120.0,806.0,17015.760000000002,107.0,ultimate
1160,April,42.0,232.0,6759.660000000001,9.0,surf
1160,August,78.0,642.0,22566.629999999994,24.0,surf
1160,December,82.0,602.0,22595.059999999998,14.0,surf
1160,July,80.0,601.0,15954.600000000002,17.0,surf
1160,June,78.0,559.0,16732.0,11.0,surf
1160,May,77.0,626.0,20314.350000000002,14.0,surf
1160,November,75.0,527.0,22695.930000000004,10.0,surf
1160,October,92.0,682.0,24711.15,13.0,surf
1160,September,89.0,680.0,15166.3,23.0,surf
1161,December,95.0,727.0,13603.880000000001,2.0,ultimate
1161,November,13.0,113.0,1052.08,,ultimate
1162,December,48.0,390.0,19813.789999999997,39.0,ultimate
1162,November,65.0,377.0,17130.899999999998,34.0,ultimate
1162,October,43.0,313.0,10939.099999999999,23.0,ultimate
1163,August,52.0,385.0,12166.449999999997,4.0,ultimate
1163,December,76.0,530.0,22193.149999999994,6.0,ultimate
1163,November,82.0,584.0,26548.259999999995,10.0,ultimate
1163,October,82.0,714.0,19785.31,7.0,ultimate
1163,September,68.0,432.0,14821.540000000003,3.0,ultimate
1164,April,15.0,109.0,2947.77,9.0,ultimate
1164,August,44.0,292.0,14337.819999999996,21.0,ultimate
1164,December,44.0,350.0,16078.189999999999,26.0,ultimate
1164,July,60.0,408.0,13498.97,28.0,ultimate
1164,June,60.0,395.0,16795.579999999994,29.0,ultimate
1164,May,59.0,451.0,13675.949999999999,26.0,ultimate
1164,November,67.0,470.0,16867.46,32.0,ultimate
1164,October,57.0,443.0,16135.66,25.0,ultimate
1164,September,62.0,450.0,14072.880000000001,29.0,ultimate
1165,December,24.0,184.0,15928.3,24.0,surf
1165,November,22.0,124.0,18911.25,42.0,surf
1165,October,2.0,9.0,3228.4400000000005,2.0,surf
1166,December,24.0,215.0,19746.030000000002,,surf
1166,November,30.0,182.0,28112.869999999995,,surf
1166,October,28.0,179.0,19805.950000000004,,surf
1166,September,18.0,182.0,16678.22,,surf
1167,August,75.0,581.0,8734.55,31.0,surf
1167,December,76.0,612.0,13003.479999999998,52.0,surf
1167,July,81.0,588.0,12309.02,59.0,surf
1167,June,80.0,646.0,15091.520000000002,49.0,surf
1167,May,18.0,176.0,3367.1800000000003,16.0,surf
1167,November,82.0,634.0,13312.88,41.0,surf
1167,October,80.0,640.0,16142.290000000003,52.0,surf
1167,September,60.0,449.0,13276.26,44.0,surf
1168,December,41.0,294.0,7322.85,14.0,surf
1169,December,105.0,835.0,17431.28,110.0,surf
1170,December,118.0,876.0,24574.250000000007,11.0,surf
1170,November,107.0,712.0,28390.969999999994,13.0,surf
1170,October,116.0,895.0,23753.860000000004,5.0,surf
1170,September,13.0,90.0,7189.24,3.0,surf
1171,April,44.0,369.0,20924.420000000002,,surf
1171,August,40.0,257.0,17170.32,,surf
1171,December,43.0,327.0,19172.26999999999,,surf
1171,February,31.0,253.0,16042.380000000003,,surf
1171,July,44.0,323.0,20298.360000000004,,surf
1171,June,47.0,308.0,18007.140000000003,,surf
1171,March,41.0,300.0,25452.129999999997,,surf
1171,May,37.0,251.0,20635.500000000004,,surf
1171,November,37.0,295.0,19759.989999999998,,surf
1171,October,41.0,324.0,26408.820000000007,,surf
1171,September,35.0,196.0,22378.989999999998,,surf
1172,August,47.0,300.0,12118.279999999999,35.0,surf
1172,December,90.0,711.0,23662.210000000003,117.0,surf
1172,November,90.0,621.0,25522.05,86.0,surf
1172,October,76.0,517.0,35075.21000000001,118.0,surf
1172,September,97.0,645.0,32550.480000000003,119.0,surf
1173,December,82.0,636.0,21584.209999999995,66.0,surf
1173,November,59.0,390.0,11757.43,54.0,surf
1173,October,63.0,501.0,11903.500000000002,63.0,surf
1173,September,10.0,73.0,409.43,9.0,surf
1174,August,78.0,572.0,24692.960000000003,75.0,surf
1174,December,92.0,650.0,12347.720000000003,76.0,surf
1174,July,77.0,548.0,23416.609999999997,75.0,surf
1174,June,86.0,662.0,20325.600000000002,82.0,surf
1174,May,26.0,178.0,4842.87,16.0,surf
1174,November,85.0,489.0,17869.15,83.0,surf
1174,October,85.0,612.0,22526.28,79.0,surf
1174,September,87.0,696.0,16506.98,66.0,surf
1175,December,72.0,609.0,16689.73,36.0,surf
1175,November,89.0,718.0,17196.530000000002,30.0,surf
1175,October,101.0,703.0,22562.079999999994,31.0,surf
1176,December,68.0,432.0,25808.240000000005,76.0,surf
1176,November,73.0,545.0,28528.76000000001,64.0,surf
1176,October,24.0,160.0,12453.300000000001,25.0,surf
1177,December,68.0,431.0,25912.859999999997,26.0,surf
1177,November,43.0,279.0,11670.709999999997,18.0,surf
1178,December,56.0,449.0,21917.350000000006,49.0,surf
1178,November,57.0,405.0,18044.829999999998,48.0,surf
1178,October,51.0,396.0,12326.449999999999,39.0,surf
1179,August,79.0,594.0,16530.819999999996,19.0,surf
1179,December,80.0,516.0,14673.389999999998,17.0,surf
1179,July,21.0,183.0,1473.95,4.0,surf
1179,November,65.0,469.0,17448.069999999996,12.0,surf
1179,October,69.0,415.0,13093.540000000003,17.0,surf
1179,September,64.0,464.0,13842.13,21.0,surf
1180,December,84.0,615.0,11829.270000000002,76.0,surf
1181,April,42.0,284.0,7969.98,15.0,surf
1181,August,60.0,397.0,15246.59,21.0,surf
1181,December,75.0,512.0,17522.3,31.0,surf
1181,July,82.0,591.0,15644.34,22.0,surf
1181,June,81.0,710.0,17275.289999999997,26.0,surf
1181,May,67.0,578.0,12394.050000000001,20.0,surf
1181,November,78.0,615.0,16965.72,23.0,surf
1181,October,70.0,473.0,18317.73,33.0,surf
1181,September,89.0,640.0,19238.08,30.0,surf
1182,August,27.0,203.0,19038.13,2.0,surf
1182,December,33.0,242.0,17659.890000000003,2.0,surf
1182,July,37.0,256.0,21181.500000000004,,surf
1182,June,33.0,301.0,18311.61,4.0,surf
1182,May,4.0,23.0,129.84,,surf
1182,November,30.0,229.0,21903.66,,surf
1182,October,22.0,158.0,20959.7,2.0,surf
1182,September,23.0,214.0,17325.100000000002,4.0,surf
1183,December,96.0,596.0,20848.360000000004,97.0,surf
1183,November,87.0,677.0,18159.74,107.0,surf
1183,October,33.0,177.0,6980.78,33.0,surf
1184,December,90.0,666.0,10254.82,37.0,ultimate
1185,April,86.0,550.0,32192.08000000001,,ultimate
1185,August,69.0,544.0,20794.99000000001,,ultimate
1185,December,84.0,571.0,27865.840000000007,,ultimate
1185,February,61.0,388.0,20630.969999999998,,ultimate
1185,January,23.0,181.0,6812.7699999999995,,ultimate
1185,July,77.0,578.0,29354.859999999993,,ultimate
1185,June,69.0,497.0,27639.549999999996,,ultimate
1185,March,63.0,432.0,27856.84,,ultimate
1185,May,79.0,480.0,20954.25,,ultimate
1185,November,79.0,595.0,27012.620000000003,,ultimate
1185,October,65.0,439.0,24856.76,,ultimate
1185,September,73.0,591.0,23561.830000000005,,ultimate
1186,December,17.0,91.0,1948.94,13.0,ultimate
1187,April,78.0,568.0,14572.78,7.0,surf
1187,August,68.0,521.0,21777.409999999993,11.0,surf
1187,December,74.0,592.0,21052.809999999994,8.0,surf
1187,July,78.0,565.0,16703.960000000003,8.0,surf
1187,June,71.0,626.0,25838.150000000012,15.0,surf
1187,May,92.0,626.0,21073.089999999997,8.0,surf
1187,November,70.0,461.0,15474.96,8.0,surf
1187,October,90.0,713.0,16974.860000000004,11.0,surf
1187,September,90.0,656.0,16160.35,14.0,surf
1188,December,26.0,182.0,20376.969999999994,52.0,ultimate
1188,November,54.0,349.0,24383.760000000002,49.0,ultimate
1188,October,48.0,344.0,20608.2,43.0,ultimate
1188,September,24.0,169.0,8761.44,32.0,ultimate
1189,December,40.0,356.0,20546.390000000007,37.0,surf
1189,November,44.0,281.0,17200.129999999997,39.0,surf
1189,October,57.0,496.0,21811.17999999999,52.0,surf
1189,September,13.0,119.0,4255.450000000001,6.0,surf
1190,December,28.0,198.0,14191.429999999998,3.0,ultimate
1191,August,68.0,403.0,14178.78,14.0,ultimate
1191,December,85.0,625.0,11702.259999999998,10.0,ultimate
1191,July,67.0,397.0,17896.02,12.0,ultimate
1191,June,64.0,438.0,16433.76,15.0,ultimate
1191,May,68.0,449.0,10402.98,15.0,ultimate
1191,November,56.0,419.0,14541.98,10.0,ultimate
1191,October,76.0,574.0,14457.26,15.0,ultimate
1191,September,68.0,441.0,18327.870000000003,13.0,ultimate
1192,December,87.0,612.0,7795.419999999998,25.0,surf
1192,November,84.0,579.0,7677.510000000002,34.0,surf
1192,October,69.0,437.0,8520.78,25.0,surf
1193,August,32.0,236.0,19486.579999999998,73.0,surf
1193,December,42.0,269.0,16628.779999999995,64.0,surf
1193,July,29.0,179.0,14158.630000000008,51.0,surf
1193,November,23.0,138.0,18789.59,57.0,surf
1193,October,34.0,272.0,19958.989999999994,55.0,surf
1193,September,26.0,194.0,15605.290000000006,58.0,surf
1194,August,,,5704.93,10.0,surf
1194,December,,,31088.489999999994,56.0,surf
1194,November,,,42866.100000000006,62.0,surf
1194,October,,,31538.389999999996,88.0,surf
1194,September,,,37298.02,76.0,surf
1195,December,91.0,721.0,11567.679999999997,123.0,surf
1195,November,90.0,611.0,18079.309999999998,121.0,surf
1195,October,92.0,688.0,13622.559999999998,119.0,surf
1195,September,23.0,144.0,4214.45,25.0,surf
1196,April,73.0,493.0,23851.240000000005,30.0,ultimate
1196,August,91.0,596.0,30549.100000000002,27.0,ultimate
1196,December,96.0,731.0,19500.88,24.0,ultimate
1196,February,78.0,519.0,20085.200000000004,23.0,ultimate
1196,January,42.0,287.0,8908.61,23.0,ultimate
1196,July,80.0,565.0,19610.059999999994,28.0,ultimate
1196,June,89.0,648.0,24669.37,34.0,ultimate
1196,March,92.0,614.0,30960.950000000008,26.0,ultimate
1196,May,66.0,431.0,23429.339999999997,30.0,ultimate
1196,November,76.0,583.0,18562.119999999995,31.0,ultimate
1196,October,77.0,512.0,25503.590000000004,36.0,ultimate
1196,September,72.0,563.0,20113.6,29.0,ultimate
1197,December,110.0,788.0,17460.25,11.0,surf
1197,November,88.0,602.0,11032.599999999999,11.0,surf
1198,December,52.0,275.0,11152.91,12.0,surf
1198,November,54.0,448.0,14361.58,6.0,surf
1198,October,59.0,361.0,23836.600000000006,11.0,surf
1198,September,51.0,429.0,13162.26,7.0,surf
1199,August,65.0,394.0,13361.349999999999,80.0,ultimate
1199,December,59.0,436.0,12496.09,67.0,ultimate
1199,November,74.0,609.0,24390.34,61.0,ultimate
1199,October,80.0,542.0,21387.149999999994,72.0,ultimate
1199,September,66.0,434.0,15687.529999999999,71.0,ultimate
1200,December,79.0,605.0,15437.14,33.0,surf
1200,November,7.0,37.0,4134.2300000000005,4.0,surf
1201,August,81.0,627.0,35507.1,6.0,surf
1201,December,60.0,374.0,26731.80999999999,10.0,surf
1201,July,75.0,515.0,26928.310000000005,4.0,surf
1201,June,42.0,252.0,23907.01,7.0,surf
1201,November,65.0,456.0,38611.719999999994,8.0,surf
1201,October,71.0,481.0,28905.709999999995,8.0,surf
1201,September,57.0,413.0,25052.36999999999,4.0,surf
1202,December,89.0,594.0,9540.119999999999,,ultimate
1202,November,84.0,513.0,11703.23,,ultimate
1202,October,83.0,593.0,13910.89,,ultimate
1203,April,73.0,568.0,18087.219999999998,53.0,surf
1203,August,64.0,395.0,20411.790000000005,43.0,surf
1203,December,69.0,483.0,12451.919999999998,46.0,surf
1203,July,63.0,437.0,11843.800000000001,58.0,surf
1203,June,62.0,475.0,13544.969999999998,34.0,surf
1203,March,6.0,40.0,1248.0299999999997,3.0,surf
1203,May,75.0,587.0,13325.490000000002,63.0,surf
1203,November,64.0,394.0,9254.370000000003,47.0,surf
1203,October,89.0,670.0,16925.530000000006,51.0,surf
1203,September,65.0,562.0,17902.059999999998,52.0,surf
1204,December,,,36730.049999999996,78.0,ultimate
1204,November,,,21346.949999999997,42.0,ultimate
1205,December,54.0,458.0,19328.020000000004,65.0,surf
1205,November,30.0,242.0,10826.990000000002,41.0,surf
1206,August,40.0,323.0,29653.53000000001,25.0,surf
1206,December,47.0,354.0,27945.750000000007,33.0,surf
1206,July,44.0,336.0,19010.720000000005,22.0,surf
1206,November,41.0,312.0,22740.44,28.0,surf
1206,October,30.0,192.0,26495.94000000001,16.0,surf
1206,September,66.0,423.0,26898.429999999997,35.0,surf
1207,December,27.0,176.0,8278.51,9.0,surf
1208,December,66.0,505.0,16154.290000000005,,surf
1209,August,10.0,83.0,749.62,4.0,surf
1209,December,111.0,682.0,22555.630000000005,26.0,surf
1209,November,101.0,733.0,14805.02,35.0,surf
1209,October,112.0,797.0,17652.679999999997,29.0,surf
1209,September,105.0,730.0,30720.589999999997,31.0,surf
1210,August,74.0,548.0,11819.25,,surf
1210,July,89.0,560.0,15052.269999999997,,surf
1210,June,67.0,520.0,14634.839999999998,,surf
1210,September,38.0,272.0,7386.74,,surf
1211,August,42.0,371.0,24060.66,64.0,ultimate
1211,December,36.0,263.0,25533.579999999998,46.0,ultimate
1211,July,25.0,171.0,15068.78,41.0,ultimate
1211,November,52.0,319.0,27256.47,55.0,ultimate
1211,October,38.0,265.0,20794.649999999998,62.0,ultimate
1211,September,41.0,331.0,17759.720000000005,50.0,ultimate
1212,August,46.0,290.0,11505.040000000003,33.0,surf
1212,December,40.0,263.0,13122.770000000002,35.0,surf
1212,July,2.0,18.0,2095.61,3.0,surf
1212,November,39.0,314.0,14141.34,31.0,surf
1212,October,47.0,416.0,12504.309999999998,34.0,surf
1212,September,40.0,235.0,13628.03,32.0,surf
1213,December,82.0,566.0,18028.980000000003,85.0,ultimate
1213,November,10.0,42.0,1938.7599999999998,11.0,ultimate
1214,April,61.0,466.0,15766.259999999995,13.0,ultimate
1214,August,64.0,444.0,18177.170000000002,20.0,ultimate
1214,December,59.0,384.0,16239.920000000004,22.0,ultimate
1214,February,63.0,428.0,21598.949999999993,15.0,ultimate
1214,January,5.0,16.0,1315.35,2.0,ultimate
1214,July,62.0,467.0,16438.42,24.0,ultimate
1214,June,61.0,451.0,21099.899999999998,13.0,ultimate
1214,March,54.0,414.0,22013.179999999997,15.0,ultimate
1214,May,68.0,413.0,16490.949999999997,13.0,ultimate
1214,November,61.0,465.0,18392.45,12.0,ultimate
1214,October,68.0,516.0,21638.58,16.0,ultimate
1214,September,58.0,333.0,18749.35,15.0,ultimate
1215,December,129.0,1167.0,34298.28,98.0,surf
1215,November,95.0,699.0,35029.93000000001,92.0,surf
1215,October,123.0,899.0,30940.870000000003,96.0,surf
1215,September,53.0,304.0,18935.889999999996,54.0,surf
1216,December,49.0,372.0,15687.820000000002,,surf
1216,November,53.0,413.0,13588.44,,surf
1216,October,47.0,255.0,14123.240000000002,,surf
1216,September,15.0,100.0,4938.330000000001,,surf
1217,December,83.0,577.0,18019.309999999998,,surf
1217,November,94.0,650.0,22923.77,,surf
1217,October,75.0,528.0,21224.93,,surf
